Time(mm/dd/yyyy),Carbon dioxide(ppm),Temperature(°F),Relative humidity(%),Atmospheric pressure(hPa)
10/24/2022 3:06:12 PM,"927","69.5","55","1021"
10/24/2022 3:07:12 PM,"949","69.6","55","1021"
10/24/2022 3:08:12 PM,"968","69.7","55","1021"
10/24/2022 3:09:12 PM,"959","69.7","55","1021"
10/24/2022 3:10:12 PM,"994","69.8","55","1021"
10/24/2022 3:11:12 PM,"988","70.0","55","1021"
10/24/2022 3:12:12 PM,"1007","70.0","55","1020"
10/24/2022 3:13:12 PM,"994","70.1","55","1020"
10/24/2022 3:14:12 PM,"998","70.2","55","1021"
10/24/2022 3:15:12 PM,"1000","70.3","55","1021"
10/24/2022 3:16:12 PM,"1019","70.3","55","1020"
10/24/2022 3:17:12 PM,"1003","70.3","55","1020"
10/24/2022 3:18:12 PM,"1011","70.4","55","1020"
10/24/2022 3:19:12 PM,"1019","70.4","55","1021"
10/24/2022 3:20:12 PM,"1006","70.5","55","1021"
10/24/2022 3:21:12 PM,"1014","70.5","55","1021"
10/24/2022 3:22:12 PM,"1017","70.5","55","1021"
10/24/2022 3:23:12 PM,"1000","70.6","55","1021"
10/24/2022 3:24:12 PM,"1011","70.6","55","1021"
10/24/2022 3:25:12 PM,"1025","70.6","55","1021"
10/24/2022 3:26:12 PM,"1027","70.6","55","1021"
10/24/2022 3:27:12 PM,"1022","70.7","55","1021"
10/24/2022 3:28:12 PM,"1055","70.8","55","1021"
10/24/2022 3:29:12 PM,"1055","70.9","55","1021"
10/24/2022 3:30:12 PM,"1059","70.9","55","1021"
10/24/2022 3:31:12 PM,"1061","71.0","55","1021"
10/24/2022 3:32:12 PM,"1060","71.0","55","1021"
10/24/2022 3:33:12 PM,"1077","71.1","55","1021"
10/24/2022 3:34:12 PM,"1077","71.2","55","1021"
10/24/2022 3:35:12 PM,"1081","71.2","55","1021"
10/24/2022 3:36:12 PM,"1082","71.2","55","1021"
10/24/2022 3:37:12 PM,"1093","71.3","55","1021"
10/24/2022 3:38:12 PM,"1075","71.3","55","1021"
10/24/2022 3:39:12 PM,"1085","71.4","55","1021"
10/24/2022 3:40:12 PM,"1060","71.5","55","1021"
10/24/2022 3:41:12 PM,"1073","71.5","55","1021"
10/24/2022 3:42:12 PM,"1071","71.6","55","1021"
10/24/2022 3:43:12 PM,"1083","71.6","55","1021"
10/24/2022 3:44:12 PM,"1072","71.7","55","1020"
10/24/2022 3:45:12 PM,"1073","71.7","55","1020"
10/24/2022 3:46:12 PM,"1063","71.8","55","1020"
10/24/2022 3:47:12 PM,"1097","71.8","55","1020"
10/24/2022 3:48:12 PM,"1086","71.9","55","1020"
10/24/2022 3:49:12 PM,"1097","71.9","54","1020"
10/24/2022 3:50:12 PM,"1074","72.0","54","1020"
10/24/2022 3:51:12 PM,"1055","72.0","54","1020"
10/24/2022 3:52:12 PM,"1063","72.0","54","1020"
10/24/2022 3:53:12 PM,"1061","72.0","54","1020"
10/24/2022 3:54:12 PM,"1059","72.0","54","1020"
10/24/2022 3:55:12 PM,"1044","72.0","54","1020"
10/24/2022 3:56:12 PM,"1049","72.0","54","1020"
10/24/2022 3:57:12 PM,"1044","72.0","54","1020"
10/24/2022 3:58:12 PM,"1050","72.1","54","1020"
10/24/2022 3:59:12 PM,"1043","72.1","54","1020"
10/24/2022 4:00:12 PM,"1027","72.1","54","1020"
10/24/2022 4:01:12 PM,"1033","72.1","54","1020"
10/24/2022 4:02:12 PM,"1021","72.1","54","1020"
10/24/2022 4:03:12 PM,"1038","72.1","54","1020"
10/24/2022 4:04:12 PM,"1025","72.1","54","1020"
10/24/2022 4:05:12 PM,"1015","72.1","54","1020"
10/24/2022 4:06:12 PM,"1030","72.1","54","1020"
10/24/2022 4:07:12 PM,"1017","72.1","54","1020"
10/24/2022 4:08:12 PM,"1023","72.2","54","1020"
10/24/2022 4:09:12 PM,"1032","72.1","54","1020"
10/24/2022 4:10:12 PM,"1015","72.2","54","1020"
10/24/2022 4:11:12 PM,"1002","72.1","54","1020"
10/24/2022 4:12:12 PM,"1011","72.2","54","1020"
10/24/2022 4:13:12 PM,"1039","72.2","54","1020"
10/24/2022 4:14:12 PM,"1030","72.2","54","1020"
10/24/2022 4:15:12 PM,"1031","72.1","54","1020"
10/24/2022 4:16:12 PM,"1028","72.1","54","1020"
10/24/2022 4:17:12 PM,"1021","72.1","54","1020"
10/24/2022 4:18:12 PM,"1020","72.1","54","1020"
10/24/2022 4:19:12 PM,"1031","72.0","54","1020"
10/24/2022 4:20:12 PM,"1016","72.1","54","1020"
10/24/2022 4:21:12 PM,"1019","72.1","54","1020"
10/24/2022 4:22:12 PM,"1019","72.1","54","1020"
10/24/2022 4:23:12 PM,"1041","72.1","54","1020"
10/24/2022 4:24:12 PM,"1031","72.1","54","1020"
10/24/2022 4:25:12 PM,"1049","72.1","54","1020"
10/24/2022 4:26:12 PM,"1060","72.4","56","1020"
10/24/2022 4:27:12 PM,"1070","73.6","52","1020"
10/24/2022 4:28:12 PM,"873","75.0","51","1020"
10/24/2022 4:29:12 PM,"835","76.5","49","1020"
10/24/2022 4:30:12 PM,"761","77.8","48","1022"
10/24/2022 4:31:12 PM,"743","78.8","47","1021"
10/24/2022 4:32:12 PM,"727","79.5","46","1021"
10/24/2022 4:33:12 PM,"668","80.1","45","1021"
10/24/2022 4:34:12 PM,"592","79.9","44","1021"
10/24/2022 4:35:12 PM,"676","79.2","44","1021"
10/24/2022 4:36:12 PM,"696","78.5","44","1021"
10/24/2022 4:37:12 PM,"709","78.0","44","1021"
10/24/2022 4:38:12 PM,"746","77.4","44","1021"
10/24/2022 4:39:12 PM,"730","77.0","44","1021"
10/24/2022 4:40:12 PM,"716","76.7","44","1021"
10/24/2022 4:41:12 PM,"708","76.7","44","1021"
10/24/2022 4:42:12 PM,"714","76.6","44","1021"
10/24/2022 4:43:12 PM,"725","76.6","44","1021"
10/24/2022 4:44:12 PM,"729","76.7","45","1021"
10/24/2022 4:45:12 PM,"731","76.7","44","1021"
10/24/2022 4:46:12 PM,"732","76.7","43","1021"
10/24/2022 4:47:12 PM,"726","76.7","43","1021"
10/24/2022 4:48:12 PM,"706","76.6","43","1021"
10/24/2022 4:49:12 PM,"698","76.7","43","1021"
10/24/2022 4:50:12 PM,"690","76.6","43","1021"
10/24/2022 4:51:12 PM,"700","76.8","43","1021"
10/24/2022 4:52:12 PM,"706","76.8","43","1021"
10/24/2022 4:53:12 PM,"677","76.9","43","1021"
10/24/2022 4:54:12 PM,"674","77.0","43","1021"
10/24/2022 4:55:12 PM,"675","77.2","43","1021"
10/24/2022 4:56:12 PM,"549","77.3","43","1021"
10/24/2022 4:57:12 PM,"478","77.3","44","1021"
10/24/2022 4:58:12 PM,"650","77.8","43","1021"
10/24/2022 4:59:12 PM,"682","78.7","43","1021"
10/24/2022 5:00:12 PM,"707","79.4","43","1021"
10/24/2022 5:01:12 PM,"718","80.1","43","1020"
10/24/2022 5:02:12 PM,"724","80.5","42","1020"
10/24/2022 5:03:12 PM,"738","80.9","42","1020"
10/24/2022 5:04:12 PM,"571","81.0","42","1020"
10/24/2022 5:05:12 PM,"916","80.7","43","1020"
10/24/2022 5:06:12 PM,"1010","80.4","43","1020"
10/24/2022 5:07:12 PM,"1085","80.2","44","1020"
10/24/2022 5:08:12 PM,"1073","80.2","44","1020"
10/24/2022 5:09:12 PM,"1091","80.3","44","1020"
10/24/2022 5:10:12 PM,"1117","80.4","45","1020"
10/24/2022 5:11:12 PM,"1108","80.5","45","1020"
10/24/2022 5:12:12 PM,"1135","80.7","45","1020"
10/24/2022 5:13:12 PM,"1139","80.8","45","1020"
10/24/2022 5:14:12 PM,"1116","80.9","45","1020"
10/24/2022 5:15:12 PM,"1158","81.0","45","1020"
10/24/2022 5:16:12 PM,"1166","81.0","45","1020"
10/24/2022 5:17:12 PM,"1143","81.1","45","1020"
10/24/2022 5:18:12 PM,"1181","81.2","45","1020"
10/24/2022 5:19:12 PM,"1169","81.4","45","1020"
10/24/2022 5:20:12 PM,"1171","81.4","45","1020"
10/24/2022 5:21:12 PM,"1203","81.6","45","1020"
10/24/2022 5:22:12 PM,"1148","81.6","44","1020"
10/24/2022 5:23:12 PM,"1197","81.8","44","1020"
10/24/2022 5:24:12 PM,"1209","81.9","44","1020"
10/24/2022 5:25:12 PM,"1211","82.0","44","1020"
10/24/2022 5:26:12 PM,"1221","82.0","44","1020"
10/24/2022 5:27:12 PM,"1236","82.2","44","1020"
10/24/2022 5:28:12 PM,"1261","82.3","44","1020"
10/24/2022 5:29:12 PM,"1248","82.4","44","1020"
10/24/2022 5:30:12 PM,"1271","82.4","44","1020"
10/24/2022 5:31:12 PM,"1266","82.5","45","1020"
10/24/2022 5:32:12 PM,"1247","82.5","45","1020"
10/24/2022 5:33:12 PM,"1199","82.6","45","1020"
10/24/2022 5:34:12 PM,"1178","82.7","45","1020"
10/24/2022 5:35:12 PM,"1153","82.7","45","1020"
10/24/2022 5:36:12 PM,"1108","82.8","45","1020"
10/24/2022 5:37:12 PM,"1091","82.7","45","1020"
10/24/2022 5:38:12 PM,"1039","82.8","45","1020"
10/24/2022 5:39:12 PM,"1041","82.8","45","1020"
10/24/2022 5:40:12 PM,"1004","82.8","44","1020"
10/24/2022 5:41:12 PM,"1001","82.8","44","1020"
10/24/2022 5:42:12 PM,"994","82.8","44","1020"
10/24/2022 5:43:12 PM,"942","82.9","44","1020"
10/24/2022 5:44:12 PM,"966","82.9","44","1020"
10/24/2022 5:45:12 PM,"940","83.0","44","1020"
10/24/2022 5:46:12 PM,"958","83.0","44","1020"
10/24/2022 5:47:12 PM,"965","83.1","44","1020"
10/24/2022 5:48:12 PM,"879","83.2","44","1020"
10/24/2022 5:49:12 PM,"561","83.1","42","1020"
10/24/2022 5:50:12 PM,"693","83.0","42","1020"
10/24/2022 5:51:12 PM,"913","83.0","43","1020"
10/24/2022 5:52:12 PM,"943","82.9","43","1020"
10/24/2022 5:53:12 PM,"955","83.0","44","1020"
10/24/2022 5:54:12 PM,"972","83.2","44","1020"
10/24/2022 5:55:12 PM,"1001","83.4","44","1020"
10/24/2022 5:56:12 PM,"996","83.5","44","1020"
10/24/2022 5:57:12 PM,"907","83.7","43","1020"
10/24/2022 5:58:12 PM,"814","83.7","43","1020"
10/24/2022 5:59:12 PM,"960","83.6","49","1020"
10/24/2022 6:00:12 PM,"1003","82.8","44","1020"
10/24/2022 6:01:12 PM,"1009","81.8","44","1020"
10/24/2022 6:02:12 PM,"1012","80.6","44","1020"
10/24/2022 6:03:12 PM,"1023","79.7","44","1020"
10/24/2022 6:04:12 PM,"1029","78.9","45","1020"
10/24/2022 6:05:12 PM,"1044","78.2","46","1020"
10/24/2022 6:06:12 PM,"1049","77.5","46","1020"
10/24/2022 6:07:12 PM,"1041","77.0","47","1020"
10/24/2022 6:08:12 PM,"1073","76.5","47","1020"
10/24/2022 6:09:12 PM,"1066","76.1","48","1020"
10/24/2022 6:10:12 PM,"1068","75.7","48","1020"
10/24/2022 6:11:12 PM,"1068","75.4","49","1020"
10/24/2022 6:12:12 PM,"1080","75.1","49","1020"
10/24/2022 6:13:12 PM,"1083","74.8","50","1020"
10/24/2022 6:14:12 PM,"1104","74.6","50","1020"
10/24/2022 6:15:12 PM,"1095","74.4","50","1020"
10/24/2022 6:16:12 PM,"1095","74.2","51","1020"
10/24/2022 6:17:12 PM,"1112","74.1","51","1020"
10/24/2022 6:18:12 PM,"1105","73.8","51","1020"
10/24/2022 6:19:12 PM,"1116","73.8","52","1020"
10/24/2022 6:20:12 PM,"1095","73.6","52","1020"
10/24/2022 6:21:12 PM,"1112","73.6","52","1020"
10/24/2022 6:22:12 PM,"1113","73.4","52","1020"
10/24/2022 6:23:12 PM,"1113","73.3","52","1020"
10/24/2022 6:24:12 PM,"1125","73.1","52","1020"
10/24/2022 6:25:12 PM,"1132","73.0","53","1020"
10/24/2022 6:26:12 PM,"1136","73.0","53","1020"
10/24/2022 6:27:12 PM,"1143","73.0","53","1020"
10/24/2022 6:28:12 PM,"1135","72.9","53","1020"
10/24/2022 6:29:12 PM,"1135","72.8","53","1020"
10/24/2022 6:30:12 PM,"1127","72.7","54","1020"
10/24/2022 6:31:12 PM,"1147","72.6","54","1020"
10/24/2022 6:32:12 PM,"1177","72.5","54","1020"
10/24/2022 6:33:12 PM,"1175","72.5","54","1020"
10/24/2022 6:34:12 PM,"1175","72.4","54","1020"
10/24/2022 6:35:12 PM,"1173","72.4","54","1020"
10/24/2022 6:36:12 PM,"1182","72.4","55","1020"
10/24/2022 6:37:12 PM,"1173","72.3","55","1020"
10/24/2022 6:38:12 PM,"1189","72.2","54","1020"
10/24/2022 6:39:12 PM,"1170","72.2","55","1020"
10/24/2022 6:40:12 PM,"1170","72.1","55","1020"
10/24/2022 6:41:12 PM,"1173","72.1","55","1020"
10/24/2022 6:42:12 PM,"1155","72.1","55","1020"
10/24/2022 6:43:12 PM,"1159","72.0","55","1019"
10/24/2022 6:44:12 PM,"1154","72.0","55","1020"
10/24/2022 6:45:12 PM,"1152","71.9","55","1020"
10/24/2022 6:46:12 PM,"1152","71.8","55","1020"
10/24/2022 6:47:12 PM,"1156","71.8","55","1020"
10/24/2022 6:48:12 PM,"1140","71.8","55","1020"
10/24/2022 6:49:12 PM,"1132","71.7","55","1020"
10/24/2022 6:50:12 PM,"1150","71.6","55","1020"
10/24/2022 6:51:12 PM,"1143","71.6","55","1020"
10/24/2022 6:52:12 PM,"1155","71.5","55","1020"
10/24/2022 6:53:12 PM,"1137","71.4","55","1020"
10/24/2022 6:54:12 PM,"1145","71.4","55","1020"
10/24/2022 6:55:12 PM,"1131","71.4","56","1020"
10/24/2022 6:56:12 PM,"1168","71.3","56","1020"
10/24/2022 6:57:12 PM,"1155","71.4","56","1020"
10/24/2022 6:58:12 PM,"1158","71.3","56","1020"
10/24/2022 6:59:12 PM,"1157","71.3","56","1020"
10/24/2022 7:00:12 PM,"1157","71.3","57","1020"
10/24/2022 7:01:12 PM,"1163","71.3","57","1020"
10/24/2022 7:02:12 PM,"1185","71.2","57","1020"
10/24/2022 7:03:12 PM,"1178","71.3","57","1020"
10/24/2022 7:04:12 PM,"1181","71.3","58","1020"
10/24/2022 7:05:12 PM,"1189","71.2","58","1020"
10/24/2022 7:06:12 PM,"1174","71.2","57","1020"
10/24/2022 7:07:12 PM,"1167","71.2","58","1020"
10/24/2022 7:08:12 PM,"1164","71.2","58","1020"
10/24/2022 7:09:12 PM,"1159","71.2","58","1020"
10/24/2022 7:10:12 PM,"1149","71.2","58","1020"
10/24/2022 7:11:12 PM,"1173","71.2","59","1020"
10/24/2022 7:12:12 PM,"1162","71.2","59","1020"
10/24/2022 7:13:12 PM,"1164","71.2","59","1020"
10/24/2022 7:14:12 PM,"1163","71.2","59","1020"
10/24/2022 7:15:12 PM,"1177","71.1","60","1020"
10/24/2022 7:16:12 PM,"1192","71.1","59","1020"
10/24/2022 7:17:12 PM,"1183","71.2","59","1020"
10/24/2022 7:18:12 PM,"1179","71.1","59","1020"
10/24/2022 7:19:12 PM,"1181","71.1","59","1020"
10/24/2022 7:20:12 PM,"1175","71.1","59","1020"
10/24/2022 7:21:12 PM,"1142","71.1","59","1020"
10/24/2022 7:22:12 PM,"1162","71.0","59","1020"
10/24/2022 7:23:12 PM,"1164","71.0","59","1020"
10/24/2022 7:24:12 PM,"1170","71.3","61","1020"
10/24/2022 7:25:12 PM,"1177","71.6","59","1020"
10/24/2022 7:26:12 PM,"1184","71.6","58","1020"
10/24/2022 7:27:12 PM,"1178","71.7","58","1020"
10/24/2022 7:28:12 PM,"1167","71.7","58","1020"
10/24/2022 7:29:12 PM,"942","72.4","59","1021"
10/24/2022 7:30:12 PM,"875","73.0","56","1021"
10/24/2022 7:31:12 PM,"826","73.5","54","1021"
10/24/2022 7:32:12 PM,"679","73.8","54","1021"
10/24/2022 7:33:12 PM,"750","74.2","53","1021"
10/24/2022 7:34:12 PM,"516","74.5","53","1021"
10/24/2022 7:35:12 PM,"583","74.8","53","1021"
10/24/2022 7:36:12 PM,"663","74.9","53","1021"
10/24/2022 7:37:12 PM,"698","75.0","52","1021"
10/24/2022 7:38:12 PM,"854","75.2","53","1021"
10/24/2022 7:39:12 PM,"785","75.4","53","1021"
10/24/2022 7:40:12 PM,"872","75.6","53","1020"
10/24/2022 7:41:12 PM,"991","75.8","54","1020"
10/24/2022 7:42:12 PM,"1119","76.1","55","1021"
10/24/2022 7:43:12 PM,"1098","76.5","58","1020"
10/24/2022 7:44:12 PM,"1106","77.2","58","1021"
10/24/2022 7:45:12 PM,"1070","77.1","55","1021"
10/24/2022 7:46:12 PM,"1066","76.5","54","1021"
10/24/2022 7:47:12 PM,"1078","75.9","54","1021"
10/24/2022 7:48:12 PM,"1045","75.4","55","1021"
10/24/2022 7:49:12 PM,"1083","74.8","55","1021"
10/24/2022 7:50:12 PM,"1053","74.5","55","1021"
10/24/2022 7:51:12 PM,"1087","74.1","56","1021"
10/24/2022 7:52:12 PM,"1109","73.8","56","1021"
10/24/2022 7:53:12 PM,"1110","73.5","56","1021"
10/24/2022 7:54:12 PM,"1122","73.3","57","1020"
10/24/2022 7:55:12 PM,"1124","73.1","57","1021"
10/24/2022 7:56:12 PM,"1105","73.0","58","1021"
10/24/2022 7:57:12 PM,"1119","72.8","58","1021"
10/24/2022 7:58:12 PM,"1123","72.7","59","1021"
10/24/2022 7:59:12 PM,"1127","72.5","59","1021"
10/24/2022 8:00:12 PM,"1143","72.4","59","1020"
10/24/2022 8:01:12 PM,"1137","72.4","60","1020"
10/24/2022 8:02:12 PM,"1143","72.3","60","1020"
10/24/2022 8:03:12 PM,"1155","72.2","60","1020"
10/24/2022 8:04:12 PM,"1154","72.2","60","1021"
10/24/2022 8:05:12 PM,"1173","72.1","60","1020"
10/24/2022 8:06:13 PM,"1184","72.1","60","1021"
10/24/2022 8:07:13 PM,"1193","72.1","60","1021"
10/24/2022 8:08:13 PM,"1179","72.0","60","1021"
10/24/2022 8:09:13 PM,"1180","72.0","60","1021"
10/24/2022 8:10:13 PM,"1201","72.0","60","1020"
10/24/2022 8:11:13 PM,"1183","72.0","60","1020"
10/24/2022 8:12:13 PM,"1190","71.9","60","1020"
10/24/2022 8:13:13 PM,"1191","71.8","60","1020"
10/24/2022 8:14:13 PM,"1205","71.8","60","1021"
10/24/2022 8:15:13 PM,"1214","71.8","60","1020"
10/24/2022 8:16:13 PM,"1215","71.8","60","1020"
10/24/2022 8:17:13 PM,"1225","71.8","61","1020"
10/24/2022 8:18:12 PM,"1230","71.8","61","1020"
10/24/2022 8:19:12 PM,"1233","71.8","61","1020"
10/24/2022 8:20:12 PM,"1226","71.8","61","1020"
10/24/2022 8:21:12 PM,"1243","71.8","61","1020"
10/24/2022 8:22:12 PM,"1253","71.7","61","1020"
10/24/2022 8:23:12 PM,"1236","71.7","61","1020"
10/24/2022 8:24:12 PM,"1254","71.7","61","1020"
10/24/2022 8:25:12 PM,"1260","71.7","61","1020"
10/24/2022 8:26:12 PM,"1261","71.7","61","1020"
10/24/2022 8:27:12 PM,"1264","71.7","61","1020"
10/24/2022 8:28:12 PM,"1260","71.6","61","1020"
10/24/2022 8:29:12 PM,"1262","71.6","61","1020"
10/24/2022 8:30:12 PM,"1272","71.6","61","1020"
10/24/2022 8:31:12 PM,"1291","71.7","61","1020"
10/24/2022 8:32:12 PM,"1265","71.6","61","1020"
10/24/2022 8:33:12 PM,"1263","71.6","61","1020"
10/24/2022 8:34:12 PM,"1276","71.7","61","1020"
10/24/2022 8:35:12 PM,"1301","71.6","61","1020"
10/24/2022 8:36:12 PM,"1278","71.6","61","1020"
10/24/2022 8:37:12 PM,"1285","71.6","61","1020"
10/24/2022 8:38:12 PM,"1296","71.6","61","1020"
10/24/2022 8:39:12 PM,"1269","71.6","61","1020"
10/24/2022 8:40:12 PM,"1287","71.6","61","1020"
10/24/2022 8:41:12 PM,"1300","71.6","61","1020"
10/24/2022 8:42:12 PM,"1282","71.5","61","1020"
10/24/2022 8:43:12 PM,"1283","71.6","61","1020"
10/24/2022 8:44:12 PM,"1299","71.6","61","1020"
10/24/2022 8:45:12 PM,"1280","71.5","61","1020"
10/24/2022 8:46:12 PM,"1313","71.5","61","1020"
10/24/2022 8:47:12 PM,"1296","71.6","62","1020"
10/24/2022 8:48:12 PM,"1303","71.6","61","1020"
10/24/2022 8:49:12 PM,"1298","71.6","61","1020"
10/24/2022 8:50:12 PM,"1294","71.6","62","1020"
10/24/2022 8:51:12 PM,"1305","71.5","62","1020"
10/24/2022 8:52:12 PM,"1317","71.6","62","1020"
10/24/2022 8:53:12 PM,"1305","71.6","62","1020"
10/24/2022 8:54:12 PM,"1272","71.6","62","1020"
10/24/2022 8:55:12 PM,"1271","71.6","62","1020"
10/24/2022 8:56:12 PM,"1271","71.6","62","1020"
10/24/2022 8:57:12 PM,"1268","71.5","62","1020"
10/24/2022 8:58:12 PM,"1243","71.5","62","1020"
10/24/2022 8:59:12 PM,"1223","71.5","62","1020"
10/24/2022 9:00:12 PM,"1199","71.4","62","1020"
10/24/2022 9:01:12 PM,"1179","71.4","62","1021"
10/24/2022 9:02:12 PM,"1167","71.4","62","1020"
10/24/2022 9:03:12 PM,"1154","71.3","63","1020"
10/24/2022 9:04:12 PM,"1176","71.3","63","1020"
10/24/2022 9:05:12 PM,"1134","71.4","62","1021"
10/24/2022 9:06:47 PM,"1106","71.3","62","1020"
10/24/2022 9:07:47 PM,"1115","71.2","63","1021"
10/24/2022 9:08:47 PM,"1100","71.2","63","1020"
10/24/2022 9:09:47 PM,"1080","71.2","63","1020"
10/24/2022 9:10:47 PM,"1051","71.2","63","1021"
10/24/2022 9:11:47 PM,"1009","71.2","63","1020"
10/24/2022 9:12:47 PM,"999","71.2","63","1021"
10/24/2022 9:13:47 PM,"1009","71.2","63","1021"
10/24/2022 9:14:47 PM,"1009","71.2","62","1021"
10/24/2022 9:15:47 PM,"1045","71.2","62","1021"
10/24/2022 9:16:47 PM,"1028","71.2","62","1021"
10/24/2022 9:17:47 PM,"1027","71.2","62","1021"
10/24/2022 9:18:47 PM,"1036","71.2","62","1021"
10/24/2022 9:19:47 PM,"1032","71.2","62","1021"
10/24/2022 9:20:47 PM,"1037","71.1","62","1021"
10/24/2022 9:21:47 PM,"1047","71.1","62","1020"
10/24/2022 9:22:47 PM,"1072","71.1","62","1020"
10/24/2022 9:23:47 PM,"1067","71.2","62","1021"
10/24/2022 9:24:47 PM,"1032","71.1","62","1021"
10/24/2022 9:25:47 PM,"1040","71.1","62","1021"
10/24/2022 9:26:47 PM,"1029","71.1","62","1020"
10/24/2022 9:27:47 PM,"1038","71.0","62","1020"
10/24/2022 9:28:47 PM,"1027","71.0","62","1021"
10/24/2022 9:29:47 PM,"1049","71.0","62","1020"
10/24/2022 9:30:47 PM,"1055","71.0","62","1020"
10/24/2022 9:31:47 PM,"1028","71.0","62","1020"
10/24/2022 9:32:47 PM,"1040","71.0","62","1020"
10/24/2022 9:33:47 PM,"1042","71.0","62","1020"
10/24/2022 9:34:47 PM,"1033","71.0","62","1020"
10/24/2022 9:35:47 PM,"1029","71.0","62","1020"
10/24/2022 9:36:47 PM,"1031","70.9","62","1020"
10/24/2022 9:37:47 PM,"1036","70.9","62","1020"
10/24/2022 9:38:47 PM,"1042","70.9","62","1020"
10/24/2022 9:39:47 PM,"1062","70.9","62","1020"
10/24/2022 9:40:47 PM,"1046","70.9","62","1020"
10/24/2022 9:41:47 PM,"1043","70.9","62","1020"
10/24/2022 9:42:47 PM,"1044","70.9","62","1020"
10/24/2022 9:43:47 PM,"1026","70.8","62","1020"
10/24/2022 9:44:47 PM,"1057","70.8","62","1020"
10/24/2022 9:45:47 PM,"1039","70.8","62","1020"
10/24/2022 9:46:47 PM,"1041","70.8","62","1020"
10/24/2022 9:47:47 PM,"1030","70.8","62","1020"
10/24/2022 9:48:47 PM,"1041","70.8","62","1020"
10/24/2022 9:49:47 PM,"1037","70.8","62","1020"
10/24/2022 9:50:47 PM,"1038","70.8","62","1020"
10/24/2022 9:51:47 PM,"1050","70.7","62","1020"
10/24/2022 9:52:47 PM,"1049","70.7","62","1021"
10/24/2022 9:53:47 PM,"1035","70.7","62","1020"
10/24/2022 9:54:47 PM,"1041","70.7","62","1020"
10/24/2022 9:55:47 PM,"1048","70.7","62","1020"
10/24/2022 9:56:47 PM,"1051","70.7","62","1020"
10/24/2022 9:57:47 PM,"1050","70.7","62","1021"
10/24/2022 9:58:47 PM,"1054","70.6","62","1020"
10/24/2022 9:59:47 PM,"1030","70.6","62","1020"
10/24/2022 10:00:47 PM,"1039","70.6","62","1021"
10/24/2022 10:01:47 PM,"1048","70.6","62","1020"
10/24/2022 10:02:47 PM,"1053","70.6","62","1020"
10/24/2022 10:03:47 PM,"1050","70.6","62","1020"
10/24/2022 10:04:47 PM,"1028","70.5","62","1020"
10/24/2022 10:05:47 PM,"1067","70.6","62","1020"
10/24/2022 10:06:47 PM,"1060","70.6","62","1020"
10/24/2022 10:07:47 PM,"1067","70.5","62","1020"
10/24/2022 10:08:47 PM,"1067","70.6","62","1020"
10/24/2022 10:09:47 PM,"1071","70.6","62","1020"
10/24/2022 10:10:47 PM,"1085","70.5","62","1020"
10/24/2022 10:11:47 PM,"1068","70.6","62","1020"
10/24/2022 10:12:47 PM,"1070","70.5","62","1020"
10/24/2022 10:13:47 PM,"1052","70.5","62","1020"
10/24/2022 10:14:47 PM,"1067","70.5","62","1020"
10/24/2022 10:15:47 PM,"1059","70.5","62","1020"
10/24/2022 10:16:47 PM,"1062","70.5","62","1020"
10/24/2022 10:17:47 PM,"1074","70.5","62","1020"
10/24/2022 10:18:47 PM,"1060","70.4","62","1020"
10/24/2022 10:19:47 PM,"1065","70.4","62","1020"
10/24/2022 10:20:47 PM,"1058","70.5","62","1021"
10/24/2022 10:21:47 PM,"1061","70.4","62","1020"
10/24/2022 10:22:47 PM,"1077","70.4","62","1020"
10/24/2022 10:23:47 PM,"1044","70.4","62","1020"
10/24/2022 10:24:47 PM,"1054","70.4","62","1020"
10/24/2022 10:25:47 PM,"1049","70.4","62","1021"
10/24/2022 10:26:47 PM,"1066","70.3","62","1020"
10/24/2022 10:27:47 PM,"1071","70.3","62","1021"
10/24/2022 10:28:47 PM,"1068","70.3","62","1021"
10/24/2022 10:29:47 PM,"1069","70.3","62","1021"
10/24/2022 10:30:47 PM,"1083","70.3","62","1021"
10/24/2022 10:31:47 PM,"1086","70.3","62","1021"
10/24/2022 10:32:47 PM,"1086","70.3","62","1021"
10/24/2022 10:33:47 PM,"1082","70.3","62","1021"
10/24/2022 10:34:47 PM,"1075","70.3","62","1020"
10/24/2022 10:35:47 PM,"1079","70.3","62","1021"
10/24/2022 10:36:47 PM,"1081","70.3","62","1020"
10/24/2022 10:37:47 PM,"1096","70.3","62","1021"
10/24/2022 10:38:47 PM,"1090","70.3","62","1021"
10/24/2022 10:39:47 PM,"1078","70.3","62","1021"
10/24/2022 10:40:47 PM,"1110","70.3","63","1021"
10/24/2022 10:41:47 PM,"1107","70.3","62","1021"
10/24/2022 10:42:47 PM,"1089","70.3","62","1021"
10/24/2022 10:43:47 PM,"1099","70.3","62","1021"
10/24/2022 10:44:47 PM,"1102","70.3","63","1021"
10/24/2022 10:45:47 PM,"1104","70.3","62","1021"
10/24/2022 10:46:47 PM,"1099","70.3","63","1021"
10/24/2022 10:47:47 PM,"1112","70.3","63","1021"
10/24/2022 10:48:47 PM,"1102","70.3","63","1021"
10/24/2022 10:49:47 PM,"1103","70.3","63","1021"
10/24/2022 10:50:47 PM,"1101","70.3","63","1021"
10/24/2022 10:51:47 PM,"1081","70.3","63","1021"
10/24/2022 10:52:47 PM,"1108","70.3","63","1021"
