unique_internal_model_code,age_range,filtration_efficiency_percent,breathability_pascals,width_mm,height_mm,filter_type,style,strap_type,color,where_to_buy_url_1,where_to_buy_url_2,where_to_buy_url_3,image_url,filtration_efficiency_source,filtration_efficiency_notes,breatheability_pascals_source,breatheability_pascals_notes
ETIQA Airlight Round Kids,8-12,98.8,115.0,85.0,128.0,Non-Rate,Bifold,,,https://kollecteusa.com/collections/etiqa,,,https://m.media-amazon.com/images/I/31petzbetkL._AC_.jpg,https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate.",https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate."
ETIQA Airlight Round Kids,8-12,98.8,115.0,85.0,128.0,Non-Rate,Bifold,,,https://kollecteusa.com/collections/etiqa,,,https://m.media-amazon.com/images/I/31petzbetkL._AC_.jpg,https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate.",https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate."
"AER Standard Fit, Small",8-12,98.2,154.0,85.0,126.0,KF94,Bifold,,,https://kollecteusa.com/collections/aer,,,https://flexmonusa.com/cdn/shop/products/Aer_Black_shopify_1-1__M_size_fb76164c-cdb7-4941-b91b-6b468540c21a_1024x1024@2x.jpg?v=1623788479,https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate.",https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate."
BreatheTeq - Small,8-12,99.3,89.0,171.0,80.0,KN95,Boat,,,https://breatheteq.com/,,,https://breatheteq.com/cdn/shop/products/Ash_Grey_CoffeeShop.jpg?v=1668367840,https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate.",https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate."
"Savewo Ultra 3D - Adult Small
[also includes Hana Small]",8?-13?,98.3,71.0,168.0,73.0,FFP2 Rated,Boat,,,http://family-masks.com,https://mikoplace.com/savewo-3d-masks-ultra-30pcs-3d-ultra-astm-level-3-30-made-in-hk/,https://taiwan-masks.com/collections/savewo,https://www.family-masks.com/cdn/shop/products/Ultra-Small-White-Mask3_1024x1024@2x.jpg?v=1659195917,https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate.",https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate."
Lutema M95C/Vida/LittleLivesPPE Mask,9-13,98.6,361.0,89.0,135.0,KN95?,Bifold,,,https://lutema.com/products/kids-5-layer-disposable-face-mask-with-95-particle-protection-made-in-the-usa-5-pack,,,https://lutema.com/cdn/shop/products/Image001_1_e1023803-4e9c-4601-95a1-aa41f1108c55_1024x1024@2x.jpg?v=1604775663,https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate.",https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate."
Wellbefore Kids KN95 Petite Regular,7-13,99.1,92.0,83.0,145.0,KN95,Bifold,,,https://wellbefore.com/collections/kids/products/kids-kn95-fda-5-layers-individually-wrapped?variant=19968676626561,,,https://wellbefore.com/cdn/shop/files/6545099980929_2F000_3D_3D_3D_23color_white_570x.webp?v=1706822496,https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate.",https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate."
Dobu 500 NIOSH N95,10?-14?,98.9,98.0,131.0,111.0,NIOSH N95,Cup,,,https://kollecteusa.com/collections/dobu-n95/products/n95-dobu-500,,,https://m.media-amazon.com/images/I/5178EkU0oNL._AC_CR0%2C0%2C0%2C0_SX960_SY720_.jpg,https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate.",https://docs.google.com/spreadsheets/d/1i06OAItoOwIUaMjElr8mhh0Rw-it6WL-ODIQMZUOQxE/edit?gid=0#gid=0,"Aaron Collins (MaskNerd) used his own face, and breathed at his normal adult breathing rate."
Dr. Puri Stylish Black Micro-Dust Protection Mask,,97.38,91.0,,,KF94,Boat,Earloop,Black,https://www.amazon.com/gp/product/B08N69ZM6G/ref=ppx_yo_dt_b_asin_title_o08_s07?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/DrPuri.jpg?v=1676402461,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
3M 9205+ Aura: User Submission,,100.0,242.44,,,N95,Boat,Headstrap,White,https://www.amazon.com/3M-Aura-Particulate-Respirator-White/dp/B095DVPTCT/ref=sr_1_1,,,//www.armbrustusa.com/cdn/shop/articles/221-_Aura3m9205-N95_.HEIC_45147ac8-af13-4207-ba4a-99db77557e98.jpg?v=1676401244,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HOM KN95 Protective Face Mask,,98.18,300.0,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08FDZ7XDK/ref=ppx_od_dt_b_asin_title_s06?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/HOME.jpg?v=1676400003,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
MediMask KF94 Mask,,98.0,177.8,,,KF94,Boat,Earloop,White,http://kukjepharm.co.kr/,,,//www.armbrustusa.com/cdn/shop/articles/237_medi_mask.png?v=1676316776,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Demetech N95 Respirator DT-N95-CH - Cup Style,,99.12,240.7,,,N95,Cup,Headstrap,White,https://www.armbrustusa.com/products/demetech-n95-respirator-mask-cup-style-20-pack?variant=39511439212677,,,//www.armbrustusa.com/cdn/shop/articles/DemetechCup.png?v=1641829876,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Demetech N95 Respirator - Fold Style,,99.78,139.14,,,N95,Flat-Fold,Headstrap,White,https://www.armbrustusa.com/products/demetech-n95-respirator-mask-fold-style-5-pack?variant=39511439507589,,,//www.armbrustusa.com/cdn/shop/articles/DemeTech2.jpg?v=1641829835,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Indiana Face Masks A105 N95,,99.93,98.32,,,N95,Flat-Fold,Headstrap,White,https://www.armbrustusa.com/products/usa-made-n95-indiana-face-mask,,,//www.armbrustusa.com/cdn/shop/articles/IFM_69f9cc5c-d24b-4b90-8c77-bb834a200ae6.jpg?v=1676401274,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Shawmut Protex N95 Particulate Respirator - Cup Style,,99.13,106.28,,,N95,Cup,Headstrap,White,https://www.armbrustusa.com/products/usa-made-n95-protex-particulate-respirator?variant=39502667317381,,,//www.armbrustusa.com/cdn/shop/articles/Shawmut5.jpg?v=1641829630,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
3M 9210+ NIOSH Aura,,99.93,98.82,,,N95,Boat,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/3m_Aura.jpg?v=1676401301,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Powecom - KN95 Black Protective Masks,,99.83,129.92,,,KN95,Flat-Fold,Earloop,Black,https://bonafidemasks.com/Black-Powecom-KN95-Face-Mask,,,//www.armbrustusa.com/cdn/shop/articles/PowecomBlack.jpg?v=1675894396,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Tia / BOTN - KF94 Particulate Disposble Respirator,,99.93,165.24,,,KF94,Boat,Earloop,Black,https://www.amazon.com/BOTN-Protective-4-Layer-Adjustable-Premium/dp/B0942YDDC5/ref=dp_prsubs_2?pd_rd_i=B0947MJHFC&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/TiaBotn.jpg?v=1676402988,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Generic KN95 Non-Medical Protective Mask,,99.35,162.0,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/508_generic.jpg?v=1641689187,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
3M 8233 Particulate Respirator N100,,99.95,572.9,,,N95,Other,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/509_-_3M_-_N100_copy.jpg?v=1675895857,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Allmed KN95 Mask,,99.87,151.96,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/511_-_Allmed_-_KN95.jpg?v=1675895782,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
3M 1860 Surgical Respirator N95 - Possible Fake,,99.95,318.38,,,N95,Cup,Headstrap,Blue,,,,//www.armbrustusa.com/cdn/shop/articles/512-3M-1360N95_copy.jpg?v=1676401311,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Outdoor Research N95 Face Mask,,99.61,104.56,,,N95,Flat-Fold,Earloop,White,https://www.outdoorresearch.com/us/n95-flat-fold-respirator,,,//www.armbrustusa.com/cdn/shop/articles/F20-N95-FlatFold-Package-NoColor-XXXXXX_0999_A.png?v=1675895794,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
American Bling KN95 Non-Medical Protective Mask,,99.69,138.5,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/516_american_bling.jpg?v=1675895843,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Yuikio KN95 Protective Mask,,99.79,127.2,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08P1DG76P/ref=ppx_od_dt_b_asin_title_s03?ie=UTF8&psc=1,,,https://cdn.shopify.com/s/files/1/0384/4145/1653/files/P1020875.jpg?v=1651612999,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
ARUN - KN95 Face Mask,,99.89,95.3,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08C4XRFXN/ref=ppx_od_dt_b_asin_title_s00?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/518-Arum-KN95.jpg?v=1675895507,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Suncoo - Protective KN95 Masks,,99.8,136.4,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/SUNCOO-Protective-KN95-Mask-Pack/dp/B088MLLH8G/ref=sr_1_5?crid=6CQXA5Z69AED&dchild=1&keywords=suncoo+protective+kn95+mask+-+20+pack&qid=1630084423&sprefix=suncoo+%2Caps%2C189&sr=8-5,,,//www.armbrustusa.com/cdn/shop/articles/519-Suncoo-KN95.jpg?v=1675894524,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HDX Home Depot H-950 N95 Mask,,99.47,106.96,,,N95,Cup,Headstrap,White,https://www.homedepot.com/p/HDX-N95-Respirator-Masks-M-L-10-Pack-H950/315303672,,,//www.armbrustusa.com/cdn/shop/articles/520_home_depot_n95.jpg?v=1675895830,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Aegle N95 Foldable Respirator,,99.64,146.98,,,N95,Flat-Fold,Headstrap,White,https://www.armbrustusa.com/products/aegle-sts-f100-n95-foldable?variant=39533467009157,,,//www.armbrustusa.com/cdn/shop/articles/Aegle_Box.jpg?v=1641829787,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Aegle Cup Respirator,,99.37,157.12,,,N95,Cup,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/522_aegle_cup.jpg?v=1676401331,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
BLSCODE Non-Medical Protective KN95 Mask,,99.82,102.3,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08CXBGK5L/ref=ppx_od_dt_b_asin_title_s00?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/523-_BLSCode_-_Kn95_1.jpg?v=1675894535,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Primacare KN95 5-Ply Face Mask,,97.81,120.7,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08923JK7H/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/525-_Primecare-KN95_1__heic.jpg?v=1676399971,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Yongjie KN95 Face Mask,,98.68,125.22,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B087433DTT/ref=ppx_od_dt_b_asin_title_s00?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/526_-_Yongjie_-_KN95_1__heic.jpg?v=1675895391,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HALIDODO KN95 Protective Cup Dust Mask,,99.3,142.58,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08NWZH248/ref=ppx_od_dt_b_asin_title_s05?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/527-_Halidodo_-_KN95_1.jpg?v=1675894490,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
COVAFLU KN95 Flat-Fold Face Mask,,99.14,114.56,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B089P1RC2K/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/528-Covaflu-KN95_copy_6905f392-7637-4650-bd19-bf80ec93666b.jpg?v=1676396232,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Coast - KN95 CE Certified Face Mask,,99.14,100.0,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/COAST-KN95-Face-Individually-Packaged/dp/B08F2XXNCZ/ref=sr_1_5?crid=3SD51U50TFBPB&dchild=1&keywords=coast+kn95+face+mask&qid=1630090269&sprefix=Coast+Kn%2Caps%2C186&sr=8-5,,,//www.armbrustusa.com/cdn/shop/articles/530_-_Coast_-_KN95_copy.jpg?v=1642047110,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HUHETA KN95 5-Ply Protective Mask,,99.7,172.02,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/Individually-Breathable-Comfortable-Efficiency%E2%89%A595-Protective/dp/B08M66XB9T/ref=sr_1_7?crid=218B2YNAPHPJN&dchild=1&keywords=kn95%2Bface%2Bmasks%2Bhuheta%2Bwhite&qid=1630090852&sprefix=KN95%2BFace%2BMasks%2BHuh%2Ctools%2C175&sr=8-7&th=1,,,//www.armbrustusa.com/cdn/shop/articles/531---Huheta---KN95.jpg?v=1675894513,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Purism - Protective KN95 Face Mask,,99.88,223.33,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B085BNBZDR/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/532---Purism---KN95-_1_-_heic.jpg?v=1675895531,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
WWDOLL KN95 Foldable Protective Masks,,99.43,215.26,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08JRD37MV/ref=ppx_od_dt_b_asin_title_s05?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/533-WWDoll-KN95_.HEIC-2.jpg?v=1675895742,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
BIO-th Protective Mask,,99.48,170.9,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B089344XZF/ref=ppx_od_dt_b_asin_title_s08?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/534-BioTech-KN95_up.jpg?v=1676396491,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HotoDeal - KN95 Foldable Protective Face Mask,,99.59,164.7,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08LH9XZP9/ref=ppx_yo_dt_b_asin_title_o06_s01?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/536-Hotdeal-KN95_.HEIC_dfc6b624-49d6-4da0-af03-22141898c98c.jpg?v=1645105622,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
WWDOLL KN95 Foldable 95% PFE Protective Mask,,99.56,153.18,,,KN95,Flat-Fold,Earloop,Black,https://www.amazon.com/gp/product/B08JQNGX19/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/539-wwdoll-KN96-black--.HEIC_f1d48114-6986-4c5e-81a9-26c911fa634b.jpg?v=1676396496,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Hotodeal Zhongjianle KN95 PFE 95% Foldable Face Masks,,97.88,220.36,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08L92R3VF/ref=ppx_od_dt_b_asin_title_s05?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/540-HotodealZhongjianle-KN95-.HEIC_3f276424-0a02-434b-8871-ba6d8e7b4ec7.jpg?v=1645105940,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
3M Aura 9205+,,99.65,119.0,,,N95,Boat,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/542_3m.png?v=1676402977,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
3M 9205+ NIOSH Aura Lot #A211838,,99.6,114.0,,,N95,Boat,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/221-_Aura3m9205-N95_.HEIC_39bbb3a3-c384-4064-8f3e-73ea31e94680.jpg?v=1676401369,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
